Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,B365H,B365D,B365A,BWH,BWD,BWA,IWH,IWD,IWA,WHH,WHD,WHA
I1,08/11/14,Sampdoria,Milan,2,2,D,1,1,19,10,8,3,13,23,5,5,1.0,3,0,1,2.6,3.2,2.7,2.7,3.2,2.65,2.65,3.3,2.5,2.7,3.1,2.7
I1,08/11/14,Sassuolo,Atalanta,0,0,D,0,0,14,10,5,0,19,22,8,4,3.0,1,0,0,2.1,3.4,3.4,2.2,3.2,3.3,2.2,3.3,3.1,2.2,3.1,3.5
I1,09/11/14,Cagliari,Genoa,1,1,D,1,0,13,9,5,5,19,24,6,2,5.0,4,0,1,2.2,3.4,3.2,2.25,3.2,3.2,2.3,3.2,3.0,2.3,3.2,3.2
I1,09/11/14,Chievo,Cesena,2,1,H,0,0,19,9,6,3,16,18,5,2,4.0,4,0,0,1.85,3.4,4.33,1.95,3.1,4.25,1.9,3.45,3.8,1.95,3.1,4.33
I1,09/11/14,Empoli,Lazio,2,1,H,0,0,7,7,2,1,13,24,3,4,1.0,2,0,0,3.75,3.25,2.05,3.4,3.2,2.15,3.3,3.3,2.1,3.3,3.3,2.2
I1,09/11/14,Fiorentina,Napoli,0,1,A,0,0,14,19,2,5,9,13,7,5,3.0,3,0,0,2.5,3.3,2.75,2.55,3.2,2.75,2.6,3.2,2.6,2.7,3.1,2.7
I1,09/11/14,Inter,Verona,2,2,D,1,1,18,17,4,5,9,13,5,8,0.0,2,1,0,1.45,4.5,6.5,1.52,3.9,6.5,1.5,4.0,6.1,1.5,4.0,7.0
I1,09/11/14,Juventus,Parma,7,0,H,3,0,22,4,11,1,3,11,5,0,0.0,1,0,0,1.2,6.0,15.0,1.25,5.5,11.0,1.22,5.5,12.0,1.25,5.5,12.0
I1,09/11/14,Palermo,Udinese,1,1,D,1,1,20,12,4,6,14,22,7,5,1.0,5,0,0,2.15,3.3,3.4,2.25,3.2,3.2,2.2,3.2,3.2,2.25,3.1,3.4
I1,09/11/14,Roma,Torino,3,0,H,2,0,14,12,8,4,12,11,2,5,1.0,2,0,0,1.44,4.33,7.0,1.5,3.8,7.0,1.45,4.0,7.0,1.5,3.75,7.5
I1,22/11/14,Atalanta,Roma,1,2,A,1,2,9,6,1,2,27,16,3,3,2.0,5,1,0,4.5,3.4,1.83,4.25,3.4,1.85,4.0,3.45,1.85,4.33,3.5,1.83
I1,22/11/14,Lazio,Juventus,0,3,A,0,1,14,10,4,4,23,13,6,4,2.0,2,0,1,3.75,3.4,2.0,3.6,3.25,2.05,3.8,3.45,1.9,4.0,3.1,2.05
I1,23/11/14,Cesena,Sampdoria,1,1,D,0,0,8,19,3,6,21,14,4,4,2.0,0,0,0,4.0,3.3,1.95,3.9,3.3,1.95,3.6,3.3,2.0,4.4,3.1,1.95
I1,23/11/14,Milan,Inter,1,1,D,1,0,10,8,2,3,17,12,7,4,2.0,2,0,0,2.63,3.2,2.7,2.65,3.3,2.7,2.6,3.2,2.6,2.8,2.87,2.8
I1,23/11/14,Napoli,Cagliari,3,3,D,2,1,14,11,6,8,17,9,6,4,1.0,2,0,0,1.36,4.75,8.5,1.4,4.6,7.5,1.4,4.4,7.3,1.4,4.75,7.5
I1,23/11/14,Parma,Empoli,0,2,A,0,1,10,6,2,5,19,17,6,10,4.0,1,0,0,2.15,3.4,3.3,2.15,3.1,3.55,2.0,3.3,3.6,2.2,3.3,3.3
I1,23/11/14,Torino,Sassuolo,0,1,A,0,0,12,14,5,6,16,13,6,4,2.0,3,0,0,1.83,3.5,4.33,1.85,3.4,4.25,1.8,3.5,4.2,1.8,3.4,4.75
I1,23/11/14,Udinese,Chievo,1,1,D,1,0,9,14,3,5,8,11,3,5,3.0,2,0,0,1.85,3.4,4.33,1.95,3.3,3.9,1.8,3.5,4.2,2.0,3.3,3.75
I1,23/11/14,Verona,Fiorentina,1,2,A,1,1,10,14,3,6,17,18,6,10,2.0,4,0,0,3.4,3.4,2.1,3.45,3.2,2.15,3.3,3.3,2.1,3.25,3.3,2.2
I1,24/11/14,Genoa,Palermo,1,1,D,1,1,15,11,2,5,10,11,3,3,2.0,0,0,0,2.15,3.3,3.4,2.2,3.2,3.3,2.0,3.3,3.6,2.2,3.2,3.4
I1,29/11/14,Chievo,Lazio,0,0,D,0,0,8,12,2,4,9,8,1,13,1.0,0,0,0,3.75,3.3,2.1,3.45,3.2,2.15,3.3,3.3,2.1,3.6,3.1,2.15
I1,29/11/14,Sassuolo,Verona,2,1,H,0,1,17,11,4,1,18,18,9,5,4.0,3,0,0,2.0,3.5,3.6,2.1,3.2,3.6,2.1,3.2,3.4,2.1,3.2,3.6
I1,30/11/14,Cagliari,Fiorentina,0,4,A,0,1,14,17,5,7,17,22,6,6,2.0,2,0,0,3.8,3.5,2.0,3.2,3.3,2.2,3.2,3.2,2.2,3.5,3.1,2.2
I1,30/11/14,Cesena,Genoa,0,3,A,0,3,11,15,3,5,14,18,4,10,3.0,2,0,0,3.4,3.2,2.25,3.1,3.2,2.3,3.2,3.2,2.2,3.4,3.0,2.3
I1,30/11/14,Empoli,Atalanta,0,0,D,0,0,21,6,4,1,14,23,11,2,2.0,3,0,0,2.1,3.4,3.6,2.2,3.1,3.4,2.1,3.2,3.4,2.2,3.1,3.5
I1,30/11/14,Juventus,Torino,2,1,H,1,1,16,16,3,5,17,13,8,4,1.0,4,1,0,1.3,5.0,13.0,1.28,5.25,10.0,1.3,5.0,9.0,1.3,5.0,11.0
I1,30/11/14,Milan,Udinese,2,0,H,0,0,18,6,6,0,8,10,7,0,0.0,2,1,1,1.62,3.75,6.0,1.62,3.7,5.5,1.65,3.6,5.1,1.62,3.6,6.0
I1,30/11/14,Palermo,Parma,2,1,H,1,1,15,14,4,5,18,17,9,2,1.0,1,1,1,1.85,3.6,4.5,1.91,3.3,4.1,2.0,3.3,3.6,1.91,3.4,4.0
